,Player ID,Season,Team ID,Fumble End Zone Touch Downs,Forced Fumbles,Fumbles,Lost Fumbles,Fumbles Opponent Recovery,Fumbles Opponent Recovery Touchdowns,Fumbles Opponent Recovery Yards,Fumbles Out of Bounds,Fumbles Own Recovery,Fumbles Own Recovery Touchdowns,Fumbles Own Recovery Yards
1065,0045a36c-f464-49e0-a25a-9210edc94bc1,2018,7b112545-38e6-483c-a55c-96cf6ee49cb8,0,0,4,0,0,0,0,0,3,0,-20
1066,0fd32417-8410-4a8f-8919-386c433bca43,2018,7b112545-38e6-483c-a55c-96cf6ee49cb8,0,0,1,1,0,0,0,0,0,0,0
1067,4b09ab09-1457-4c9d-a99d-6a03d8e76c76,2018,7b112545-38e6-483c-a55c-96cf6ee49cb8,0,0,2,1,0,0,0,0,0,0,0
1068,4b3677f5-712e-43f2-b7bb-51ac6f291b86,2018,7b112545-38e6-483c-a55c-96cf6ee49cb8,0,0,1,1,0,0,0,0,0,0,0
1069,7a1b8f1a-9024-4897-86b0-01c63e00305e,2018,7b112545-38e6-483c-a55c-96cf6ee49cb8,0,0,6,3,0,0,0,0,1,0,-8
1070,a8342d20-9901-49a6-bc45-79f192418188,2018,7b112545-38e6-483c-a55c-96cf6ee49cb8,0,0,7,3,0,0,0,1,3,0,-3
1071,b8033c75-de94-46df-a645-284f419c4497,2018,7b112545-38e6-483c-a55c-96cf6ee49cb8,0,0,0,0,0,0,0,0,1,0,0
1072,bc0f07a4-3e7b-4e61-987a-05533dc225be,2018,7b112545-38e6-483c-a55c-96cf6ee49cb8,0,0,1,1,0,0,0,0,0,0,0
1073,bfaedf99-7618-4925-b362-90415c22a3b6,2018,7b112545-38e6-483c-a55c-96cf6ee49cb8,0,0,1,0,0,0,0,1,0,0,0
1074,617435c6-4a3f-4689-ab15-44bd93b33615,2018,c5a59daa-53a7-4de0-851f-fb12be893e9e,0,0,1,0,0,0,0,0,1,0,0
1075,659d31a3-9c62-4e3d-a0ea-b2e4967d6947,2018,c5a59daa-53a7-4de0-851f-fb12be893e9e,0,1,1,0,1,0,0,0,1,0,0
1076,6faa5a10-56b8-4dd0-b8de-0cf1378b6726,2018,c5a59daa-53a7-4de0-851f-fb12be893e9e,0,0,1,1,0,0,0,0,0,0,0
1077,ade43b1a-0601-4672-83b6-d246bc066a19,2018,c5a59daa-53a7-4de0-851f-fb12be893e9e,0,0,6,4,0,0,0,1,1,0,0
1078,c5e430c5-7a8e-4e29-b30f-1a527f05cb89,2018,c5a59daa-53a7-4de0-851f-fb12be893e9e,0,0,1,1,0,0,0,0,0,0,0
1079,c88d9352-b835-45ed-a909-1cfec09a58bc,2018,c5a59daa-53a7-4de0-851f-fb12be893e9e,0,0,1,0,0,0,0,0,1,0,0
1080,eeb9e3f4-e378-44ca-94b6-a724011ad710,2018,c5a59daa-53a7-4de0-851f-fb12be893e9e,0,0,0,0,0,0,0,0,1,0,0
1081,f5d20030-d934-45e3-8282-e34c6c83ad84,2018,c5a59daa-53a7-4de0-851f-fb12be893e9e,0,0,2,1,0,0,0,0,0,0,0
1082,0c39e276-7a5b-448f-a696-532506f1035a,2018,a20471b4-a8d9-40c7-95ad-90cc30e46932,0,0,2,1,0,0,0,0,0,0,0
1083,0ce48193-e2fa-466e-a986-33f751add206,2018,a20471b4-a8d9-40c7-95ad-90cc30e46932,0,0,6,3,0,0,0,1,1,0,0
1084,27921351-a775-4649-bd49-7b4c486d1ba2,2018,a20471b4-a8d9-40c7-95ad-90cc30e46932,0,0,0,0,0,0,0,0,1,0,0
1085,27dd5b6e-ea65-4622-a6b4-460fd144407c,2018,a20471b4-a8d9-40c7-95ad-90cc30e46932,0,0,1,1,0,0,0,0,0,0,0
1086,2a78e2e7-4ef3-4cdd-85e8-0d254b65143e,2018,a20471b4-a8d9-40c7-95ad-90cc30e46932,0,0,1,1,0,0,0,0,0,0,0
1087,3283f152-d373-43b3-b88f-f6f261c48e81,2018,a20471b4-a8d9-40c7-95ad-90cc30e46932,0,0,2,1,0,0,0,0,1,0,0
1088,c95f9fd7-9c7e-43d3-a6aa-2ba78ce09fbb,2018,a20471b4-a8d9-40c7-95ad-90cc30e46932,0,0,1,1,0,0,0,0,1,0,0
1089,cadecca8-a102-43a5-9a0c-f7cef0b9a579,2018,a20471b4-a8d9-40c7-95ad-90cc30e46932,0,0,1,0,0,0,0,1,0,0,0
1090,2fa2b2da-4aa9-44b5-b27e-56876dfe2ad4,2018,33405046-04ee-4058-a950-d606f8c30852,0,0,1,1,0,0,0,0,0,0,0
1091,8960d61e-433b-41ea-a7ad-4e76be87b582,2018,33405046-04ee-4058-a950-d606f8c30852,0,0,2,2,0,0,0,0,0,0,0
1092,a1c40664-b265-4083-aad2-54b4c734f2c5,2018,33405046-04ee-4058-a950-d606f8c30852,0,0,0,0,0,0,0,0,1,0,0
1093,bbd0942c-6f77-4f83-a6d0-66ec6548019e,2018,33405046-04ee-4058-a950-d606f8c30852,0,0,9,7,0,0,0,0,3,0,-31
1094,0742d2ea-1cf2-49a6-a150-77ba6e034d8c,2018,4254d319-1bc7-4f81-b4ab-b5e6f3402b69,0,0,4,1,0,0,0,0,2,0,0
1095,5afe93fd-0caf-4cca-83fc-7f405bebfa3e,2018,4254d319-1bc7-4f81-b4ab-b5e6f3402b69,0,0,1,1,0,0,0,0,1,0,0
1096,86363c46-567e-41d6-a59a-3fed9ca64591,2018,4254d319-1bc7-4f81-b4ab-b5e6f3402b69,0,0,1,1,0,0,0,0,0,0,0
1097,91a95850-9514-49d5-b2b0-f8e21156daa0,2018,4254d319-1bc7-4f81-b4ab-b5e6f3402b69,0,0,1,1,0,0,0,0,2,0,2
1098,baa61bb5-f8d0-4f90-bbe2-028576b8d33d,2018,4254d319-1bc7-4f81-b4ab-b5e6f3402b69,0,0,4,1,0,0,0,0,1,0,0
1099,c48c21d9-0ae5-478c-ad34-30a660cfa9b8,2018,4254d319-1bc7-4f81-b4ab-b5e6f3402b69,0,0,2,1,0,0,0,1,2,1,-3
1100,d6647491-8a3c-4f9f-999c-823823bd478d,2018,4254d319-1bc7-4f81-b4ab-b5e6f3402b69,0,1,0,0,0,0,0,0,0,0,0
1101,d6d41a89-a8af-48b9-bf75-561de99a1d87,2018,4254d319-1bc7-4f81-b4ab-b5e6f3402b69,0,0,2,0,0,0,0,0,2,0,0
1102,fb3b36fc-b985-4807-8199-d038d7e62a93,2018,4254d319-1bc7-4f81-b4ab-b5e6f3402b69,0,0,7,3,0,0,0,0,2,0,-18
1103,052a93cf-8536-4a12-9831-84b27e8608da,2018,e6aa13a4-0055-48a9-bc41-be28dc106929,0,0,1,0,0,0,0,0,1,0,0
1104,0b3217b9-ba37-4222-95cb-a7a222441e8b,2018,e6aa13a4-0055-48a9-bc41-be28dc106929,0,0,2,2,0,0,0,0,0,0,0
1105,1726a359-9444-4761-a1f2-cb35ee6fa60e,2018,e6aa13a4-0055-48a9-bc41-be28dc106929,0,0,2,1,0,0,0,0,1,0,0
1106,1f09583f-dcc1-43e8-a7fc-f063d2c96508,2018,e6aa13a4-0055-48a9-bc41-be28dc106929,0,0,1,0,0,0,0,0,1,0,-8
1107,26873576-2bbd-4622-bc3e-ec847577855b,2018,e6aa13a4-0055-48a9-bc41-be28dc106929,0,0,1,1,0,0,0,0,0,0,0
1108,5827b78b-5150-4ba9-bc46-902428e99a31,2018,e6aa13a4-0055-48a9-bc41-be28dc106929,0,0,2,0,0,0,0,1,2,0,0
1109,7e648a0b-fdc8-4661-a587-5826f2cac11b,2018,e6aa13a4-0055-48a9-bc41-be28dc106929,0,0,10,5,0,0,0,0,2,0,0
1110,926e2674-52d6-4cec-9991-46ee85cc8cfd,2018,e6aa13a4-0055-48a9-bc41-be28dc106929,0,0,2,1,0,0,0,1,1,0,0
1111,d033bdd4-2a32-4b08-a9a7-8365933816c3,2018,e6aa13a4-0055-48a9-bc41-be28dc106929,0,0,1,0,0,0,0,0,0,0,0
1112,214e55e4-a089-412d-9598-a16495df0d25,2018,f14bf5cc-9a82-4a38-bc15-d39f75ed5314,0,0,6,0,0,0,0,1,1,0,0
1113,2c259733-ec2c-4e3c-bb7b-34dc0d37dc34,2018,f14bf5cc-9a82-4a38-bc15-d39f75ed5314,0,0,1,0,0,0,0,0,1,0,0
1114,587d0a98-7ec5-45a5-adba-8af26e8f256b,2018,f14bf5cc-9a82-4a38-bc15-d39f75ed5314,0,0,0,0,0,0,0,0,1,0,0
1115,5ec072b3-2837-4cf1-bb4f-ecd873949626,2018,f14bf5cc-9a82-4a38-bc15-d39f75ed5314,0,0,1,0,0,0,0,1,0,0,0
1116,66a21b6d-97e5-4732-8bb0-062145d6bbc6,2018,f14bf5cc-9a82-4a38-bc15-d39f75ed5314,0,0,1,1,0,0,0,0,0,0,0
1117,6a11f09e-268c-4e5a-9b0f-cc0f4bc353c3,2018,f14bf5cc-9a82-4a38-bc15-d39f75ed5314,0,0,3,1,0,0,0,0,2,0,0
1118,d8202e6d-d03b-4cd1-a793-ff8fd39d9755,2018,f14bf5cc-9a82-4a38-bc15-d39f75ed5314,0,0,4,3,0,0,0,1,1,0,0
1119,f96db0af-5e25-42d1-a07a-49b4e065b364,2018,f14bf5cc-9a82-4a38-bc15-d39f75ed5314,0,0,4,1,0,0,0,1,1,0,0
1120,3289f9ce-e1d1-40ed-9d3f-242a1712c586,2018,0d855753-ea21-4953-89f9-0e20aff9eb73,0,0,1,0,0,0,0,0,1,0,0
1121,3aef6950-1c19-4454-a3d0-0afe9634ea9f,2018,0d855753-ea21-4953-89f9-0e20aff9eb73,0,0,1,1,0,0,0,0,0,0,0
1122,3c8a55dd-20a8-4375-b711-49eb5e6e1d0e,2018,0d855753-ea21-4953-89f9-0e20aff9eb73,0,0,1,1,0,0,0,0,0,0,-2
1123,90c1756d-1f47-41b7-89fe-b113c9850bc1,2018,0d855753-ea21-4953-89f9-0e20aff9eb73,0,0,2,2,0,0,0,0,1,0,0
1124,9de98c5e-ee62-4a2b-be93-07287d831e06,2018,0d855753-ea21-4953-89f9-0e20aff9eb73,0,0,1,1,0,0,0,0,0,0,0
1125,b103b096-6be9-4f87-9ae4-5d217f560685,2018,0d855753-ea21-4953-89f9-0e20aff9eb73,0,0,1,1,0,0,0,1,0,0,0
1126,bb5957e6-ce7d-47ab-8036-22191ffc1c44,2018,0d855753-ea21-4953-89f9-0e20aff9eb73,0,0,5,1,0,0,0,0,4,0,0
1127,d08da2a3-8296-4038-bb46-ab1feca4bbd4,2018,0d855753-ea21-4953-89f9-0e20aff9eb73,0,0,1,1,0,0,0,0,0,0,0
1128,d479a777-b53b-4bbf-a8e4-0c1675ac48df,2018,0d855753-ea21-4953-89f9-0e20aff9eb73,0,0,1,0,0,0,0,0,0,0,0
1129,d9c857b2-97da-4fb8-a527-afbbb2a67413,2018,0d855753-ea21-4953-89f9-0e20aff9eb73,0,0,1,0,0,0,0,1,0,0,0
1130,f336567d-44a9-4245-8452-1dd485fd70fb,2018,0d855753-ea21-4953-89f9-0e20aff9eb73,0,0,3,1,0,0,0,1,1,0,0
1131,20d16690-560b-4a01-af20-8870ef07ea70,2018,f0e724b0-4cbf-495a-be47-013907608da9,0,0,2,0,0,0,0,0,1,0,0
1132,3e2e74e9-18a8-4275-9437-b275db27e2ff,2018,f0e724b0-4cbf-495a-be47-013907608da9,0,0,1,0,0,0,0,0,1,0,0
1133,42de9d1d-0352-460b-9172-9452414fd7fd,2018,f0e724b0-4cbf-495a-be47-013907608da9,0,0,4,0,0,0,0,0,1,0,-3
1134,4aae1781-1eec-48c0-b41f-e4fee61c3c32,2018,f0e724b0-4cbf-495a-be47-013907608da9,0,0,2,1,0,0,0,0,1,0,0
1135,5aba3610-ab55-4922-ac46-806ded5eb8bf,2018,f0e724b0-4cbf-495a-be47-013907608da9,0,0,1,0,0,0,0,1,1,0,0
1136,6249d2c0-75dc-4586-943b-1c103a9eb419,2018,f0e724b0-4cbf-495a-be47-013907608da9,0,0,1,1,0,0,0,0,2,0,0
1137,6608fdbf-6c93-47cc-ad44-9da2fda598ce,2018,f0e724b0-4cbf-495a-be47-013907608da9,0,0,5,3,0,0,0,0,2,0,-4
1138,67da5b5c-0db9-4fbc-b98d-7eb8e97b69f6,2018,f0e724b0-4cbf-495a-be47-013907608da9,0,0,2,2,0,0,0,0,0,0,0
1139,72cf3127-3953-4fd8-8049-3de1b6fa9825,2018,f0e724b0-4cbf-495a-be47-013907608da9,0,0,3,2,0,0,0,0,0,0,0
1140,7738fea8-7ea2-4c4c-b589-bca90b070819,2018,f0e724b0-4cbf-495a-be47-013907608da9,0,0,2,0,0,0,0,0,1,0,-2
1141,b040e601-ec40-4757-bf3d-71bf64ef99cf,2018,f0e724b0-4cbf-495a-be47-013907608da9,0,0,1,1,0,0,0,0,0,0,0
1142,bd10efdf-d8e7-4e23-ab1a-1e42fb65131b,2018,f0e724b0-4cbf-495a-be47-013907608da9,0,0,2,1,0,0,0,0,1,0,0
1143,bf52ff53-35a6-4696-ac6d-3fa952dc2c87,2018,f0e724b0-4cbf-495a-be47-013907608da9,0,0,1,0,0,0,0,1,0,0,0
1144,2c8670ae-0c23-4d20-9d2b-f4c3e25f8938,2018,de760528-1dc0-416a-a978-b510d20692ff,0,0,3,2,0,0,0,0,1,0,0
1145,4f724338-aa8c-436d-90b2-45299572c53e,2018,de760528-1dc0-416a-a978-b510d20692ff,0,0,1,0,0,0,0,0,1,0,0
1146,52735659-a294-4f64-a7f4-3591450834e5,2018,de760528-1dc0-416a-a978-b510d20692ff,0,0,0,0,0,0,0,0,1,0,0
1147,5c079a21-ae9e-4b38-a69a-47706fa8dd67,2018,de760528-1dc0-416a-a978-b510d20692ff,0,0,10,5,0,0,0,1,7,0,-5
1148,b44773b9-af17-4d6c-a453-132e20849712,2018,de760528-1dc0-416a-a978-b510d20692ff,0,0,1,1,0,0,0,0,0,0,0
1149,cc3640b0-7560-431f-84ab-599e9dc8cac6,2018,de760528-1dc0-416a-a978-b510d20692ff,0,0,3,2,0,0,0,0,0,0,0
1150,d8d9b161-7ef4-42bf-89b7-7edf806a0ad1,2018,de760528-1dc0-416a-a978-b510d20692ff,0,0,1,0,0,0,0,0,0,0,0
1151,0df7912d-9e81-47ea-b4f7-d04986df4ee8,2018,2eff2a03-54d4-46ba-890e-2bc3925548f3,0,0,1,0,0,0,0,0,1,0,0
1152,14263792-d1d3-4b0c-85f7-2a85b4aed6f1,2018,2eff2a03-54d4-46ba-890e-2bc3925548f3,0,0,1,1,0,0,0,0,0,0,0
1153,2d52ede5-1c65-4f18-a8ac-9306192ef625,2018,2eff2a03-54d4-46ba-890e-2bc3925548f3,0,0,2,1,0,0,0,0,1,0,0
1154,aba8f925-ffbf-4654-bfa7-a25d3d237494,2018,2eff2a03-54d4-46ba-890e-2bc3925548f3,0,0,12,5,0,0,0,0,3,0,-13
1155,b6b954eb-4591-4b7a-86b9-a481f15fdd58,2018,2eff2a03-54d4-46ba-890e-2bc3925548f3,0,0,1,0,0,0,0,0,0,0,0
1156,ebeceb00-57e0-4b74-9cf7-853da2afed18,2018,2eff2a03-54d4-46ba-890e-2bc3925548f3,0,0,0,0,0,0,0,0,1,0,0
1157,0afca88b-83e7-49d6-80df-1f68b21cca9f,2018,3d08af9e-c767-4f88-a7dc-b920c6d2b4a8,0,0,3,2,0,0,0,1,0,0,0
1158,2b119688-83b5-4d19-acbf-fa2087035fae,2018,3d08af9e-c767-4f88-a7dc-b920c6d2b4a8,0,0,0,0,0,0,0,0,2,0,0
1159,409d4cac-ee90-4470-9710-ebe671678339,2018,3d08af9e-c767-4f88-a7dc-b920c6d2b4a8,0,0,10,2,0,0,0,0,4,0,-17
1160,aecc1809-4628-4c3a-8b2b-c8f2858d2492,2018,3d08af9e-c767-4f88-a7dc-b920c6d2b4a8,0,0,2,0,0,0,0,1,1,0,0
1161,c731aa8a-778b-4ccd-a19f-517eb66f47b7,2018,3d08af9e-c767-4f88-a7dc-b920c6d2b4a8,0,0,1,0,0,0,0,1,0,0,0
1162,dffa69ad-331e-4f09-ae38-40a5a4406be6,2018,3d08af9e-c767-4f88-a7dc-b920c6d2b4a8,0,0,2,0,0,0,0,1,0,0,0
